id,web_name,team_name,position,price,ep_total,exp_minutes
317,Andersen,Fulham,DEF,4.6,20.97,396.0837555555555
318,Bassey,Fulham,DEF,4.5,20.97,0.0
319,Castagne,Fulham,DEF,4.3,20.97,344.8854600000001
320,Diop,Fulham,DEF,4.3,20.97,338.637535
321,J.Cuenca,Fulham,DEF,4.3,20.97,343.61249999999995
322,Tete,Fulham,DEF,4.5,20.97,411.19826666666665
323,Amissah,Fulham,DEF,3.8,20.97,337.38795000000005
324,Iwobi,Fulham,MID,6.3,12.74,0.0
325,Smith Rowe,Fulham,MID,5.6,12.74,370.96097999999995
326,Adama,Fulham,MID,5.1,12.74,313.043094
327,Andreas,Fulham,MID,5.3,12.74,0.0
328,Sessegnon,Fulham,MID,5.4,12.74,0.0
329,Wilson,Fulham,MID,5.8,12.74,303.92530999999997
330,Berge,Fulham,MID,4.9,12.74,318.77648400000004
331,Cairney,Fulham,MID,4.8,12.74,346.528
332,Lukić,Fulham,MID,4.9,12.74,355.47018
333,Godo,Fulham,MID,4.5,12.74,0.0
334,Harris,Fulham,MID,4.5,12.74,0.0
335,King,Fulham,MID,4.5,12.74,320.510736
336,Reed,Fulham,MID,4.3,12.74,309.64518000000004
337,Raúl,Fulham,FWD,6.3,10.0,363.7075000000001
338,Muniz,Fulham,FWD,5.3,10.0,0.0
664,Lecomte,Fulham,GK,3.9,20.97,357.3801
727,Chukwueze,Fulham,MID,5.3,12.74,0.0
731,Kevin,Fulham,MID,5.8,12.74,355.47018
737,Kusi-Asare,Fulham,FWD,4.5,10.0,311.89641600000004
770,Ridgeon,Fulham,MID,4.5,12.74,309.582
339,Meslier,Leeds,GK,4.2,20.71,357.30719999999997
340,Cairns,Leeds,GK,3.9,20.71,357.25860000000006
341,Darlow,Leeds,GK,3.9,20.71,357.7203
342,Bogle,Leeds,DEF,4.4,20.71,394.3403111111111
343,Struijk,Leeds,DEF,4.3,20.71,392.9785166666667
344,Bijol,Leeds,DEF,3.9,20.71,404.1424166666667
345,Bornauw,Leeds,DEF,3.8,20.71,377.65235555555563
346,Byram,Leeds,DEF,3.8,20.71,337.41089999999997
347,Gudmundsson,Leeds,DEF,3.8,20.71,388.37265
348,Rodon,Leeds,DEF,4.0,20.71,385.95487222222226
349,Schmidt,Leeds,DEF,4.0,20.71,0.0
350,Aaronson,Leeds,MID,5.4,12.68,323.363196
351,Gnonto,Leeds,MID,5.2,12.68,356.7442666666666
352,Harrison,Leeds,MID,5.1,12.68,345.2774866666666
353,James,Leeds,MID,5.3,12.68,0.0
354,Ampadu,Leeds,MID,4.9,12.68,372.03330666666665
355,Greenwood,Leeds,MID,4.9,12.68,0.0
356,Gruev,Leeds,MID,4.7,12.68,319.9014
357,Ramazani,Leeds,MID,4.9,12.68,0.0
358,Tanaka,Leeds,MID,4.8,12.68,372.08392
359,Crew,Leeds,MID,4.5,12.68,0.0
360,Gelhardt,Leeds,MID,4.5,12.68,0.0
361,Gyabi,Leeds,MID,4.5,12.68,0.0
362,Piroe,Leeds,FWD,5.0,10.0,347.89664000000005
363,Bamford,Leeds,FWD,4.9,10.0,0.0
364,Mateo Joseph,Leeds,FWD,5.0,10.0,0.0
365,Nmecha,Leeds,FWD,5.0,10.0,87.9359
493,Longstaff,Leeds,MID,4.8,12.68,0.0
660,Stach,Leeds,MID,4.8,12.68,380.29766666666666
665,Perri,Leeds,GK,4.5,20.71,411.65599999999995
691,Calvert-Lewin,Leeds,FWD,5.8,10.0,402.1858533333333
698,Okafor,Leeds,MID,5.5,12.68,359.29244000000006
706,Justin,Leeds,DEF,3.9,20.71,342.40958
