fpl_id,fpl_name,xg_per90,xa_per90,match_score
661,Hugo Ekitiké,0.0,0.0,0.0
686,Rio Ngumoha,0.0,0.0,0.0
692,Giovanni Leoni,0.0,0.0,0.0
182,James Trafford,0.0,0.0,0.0
399,Ederson Santana de Moraes,0.0,0.046184591743806555,90.0
400,Stefan Ortega Moreno,0.0,0.0,100.0
401,Marcus Bettinelli,0.0,0.0,0.0
402,Rayan Aït-Nouri,0.10224000715984488,0.1545560009390959,93.33333333333333
403,Joško Gvardiol,0.12653911480015648,0.05671045077617371,92.85714285714286
404,Manuel Akanji,0.045061300281965325,0.018949842179285515,100.0
405,Nathan Aké,0.03182456779636835,0.0021085442092857866,100.0
406,Abdukodir Khusanov,0.002765057336082572,0.01880584849714644,94.44444444444444
407,Matheus Nunes,0.0640068663695011,0.2124335541230116,100.0
408,Rúben dos Santos Gato Alves Dias,0.0,0.0,0.0
409,John Stones,0.11128897735493082,0.013988546073326153,100.0
410,Rico Lewis,0.07763258057694904,0.016383369949010566,100.0
411,Nico O'Reilly,0.0,0.0,0.0
412,Vitor de Oliveira Nunes dos Reis,0.0,0.0,0.0
413,Omar Marmoush,0.425506317372352,0.20160277868975654,100.0
414,Phil Foden,0.31444497842152236,0.27367549118096546,100.0
415,Sávio Moreira de Oliveira,0.262200037748664,0.3470402431034631,90.0
416,Bernardo Mota Veiga de Carvalho e Silva,0.0,0.0,0.0
417,Rayan Cherki,0.0,0.0,0.0
418,Jérémy Doku,0.11231892156919,0.2754798620431261,90.9090909090909
420,İlkay Gündoğan,0.1382352539735998,0.14796439956511312,89.65517241379311
421,Rodrigo 'Rodri' Hernandez Cascante,0.0,0.0,0.0
422,Mateo Kovačić,0.0,0.0,0.0
423,Nico González Iglesias,0.09613800245049413,0.009569794794415868,90.0
424,Oscar Bobb,0.0,0.0,0.0
425,Claudio Echeverri,0.0,0.0,0.0
427,Tijjani Reijnders,0.0,0.0,0.0
428,Sverre Nypan,0.0,0.0,0.0
429,Kalvin Phillips,0.03314982888340329,0.023322953157718408,100.0
430,Erling Haaland,0.7842536756979548,0.11724643943517608,100.0
736,Gianluigi Donnarumma,0.0,0.0,0.0
119,Bryan Mbeumo,0.3588460169080999,0.2731453592317796,100.0
431,Altay Bayındır,0.0,0.0,0.0
432,André Onana,0.0,0.009255470598445219,100.0
433,Elyh Harrison,0.0,0.0,0.0
434,Tom Heaton,0.0,0.0,0.0
435,Dermot Mee,0.0,0.0,0.0
436,Matthijs de Ligt,0.12072774433278136,0.01181686205710278,100.0
437,Lisandro Martínez,0.08615450128050316,0.06934424045111953,100.0
438,Noussair Mazraoui,0.025445375907021815,0.04887055496710098,100.0
439,Diego León Blanco,0.0,0.0,0.0
440,Diogo Dalot Teixeira,0.054206829617121505,0.08227500656156812,90.0
441,Patrick Dorgu,0.04214153548841799,0.10344752021054356,100.0
442,Harry Maguire,0.1203218606389957,0.04781630674810851,100.0
443,Luke Shaw,0.008022659564052115,0.1433116239918904,100.0
